,Timestamp,Reader,Applicant ID #,Applicant ID # Confirm,Reader #,Appropriate,Campus Awareness,Originality,Thoroughness,Campus Involvement,Video (Y/N),Comments,Reasons for Concern,Schools,Majors
421,4/23/2019 20:48:20,Emily Coffee,3152203,3152203,Reader 2,5,4,4,5,"Lambda Chi Alpha, Northwestern Recreation,  Transfer Student Organization, Global Engagement Summit,  Peer Adviser, Scene + Heard Magazine, Northwestern Admissions",,"Dude loves Meghan Markle. I really liked this application! I thought it was a good spin (specifically the a capella story), although the PA is a little standard.",,WCAS,Statistics and Geography/Minor: Transportation and Logistics
422,4/23/2019 20:51:41,Emily Coffee,3037075,3037075,Reader 2,5,4,3,2,"TEDxNorthwestern, NUMUN, Phi Delta Theta, Research (ChemEng Lab) Assistant",,"Their answers were short and not that exciting, but not necessarily bad just not a wow. ",,MEAS,Chemical Engineering/Minor: Computer Science
424,4/23/2019 22:37:51,Emily Coffee,20170131,20170131,Reader 2,4,3,3,3,"Kappa Alpha Theta, Sailing Team",No Change,"In general I wasn't really wowed, she had some cool stories but I don't think she was all that exciting.",,MEAS,Biomedical Engineering
425,4/23/2019 22:41:26,Emily Coffee,3124098,3124098,Reader 2,3,2,3,0,"Theater, The Blackout",,The answers were so short and there was barely a description. Not bad messages but just like barely any. ,,"MEAS, SOC","RTVF, Mechanical Engineering/Certificate: Acting for Screen"
426,4/23/2019 22:45:21,Emily Coffee,3090469,3090469,Reader 2,4,3,4,3,Greek Life,Higher,"I liked the video he has a tour guide speaking presence. His answers are pretty short and a little unoriginal, but not bad. ",,WCAS,Biology
427,4/23/2019 22:51:58,Emily Coffee,3094276,3094276,Reader 2,2,2,1,0,"Northwestern Undertones, STITCH Fashion, Waa-2, .WAV Company.",,This was literally the worst one I've read.,,SOC,"Theatre, Musical Technology/Certificate: Music Theatre"
428,4/23/2019 22:57:04,Emily Coffee,3085787,3085787,Reader 2,4,3,3,5,"PHE, College Mentors",,"I liked their choice question, but I felt there could be a lot more originality throughout!",,WCAS,"Neroscience, Spanish (Pre-Med)"
429,4/23/2019 23:11:38,Emily Coffee,3128397,3128397,Reader 2,4,4,3,4,"Supply Hope, NUDM, KD",,"The lesson was fairly unoriginal, although the rest of the application was pretty good. ",,WCAS,"English, Psych"
430,4/23/2019 23:17:12,Emily Coffee,3060936,3060936,Reader 2,5,3,4,5,"Theatre Shows, DZ",,I really liked how passionate they were about the Waa-Mu show!,,SOC,"Theatre/Certificate: Musical Theatre Choreography, Acting for the Screen"
517,4/24/2019 14:48:11,Emily Coffee,3134802,3134802,Reader 2,5,3,3,5,"WAVE, Waa-2",,"I thought that their answers were thorough and well-written, just not extremely exciting.",,SOC,Theatre/Minor: Dance
522,4/24/2019 14:52:52,Emily Coffee,3024415,3024415,Reader 2,4,4,3,5,None,,Honestly if I hear one more slogan about passion I will die. But I did like their answers and think they sound like they have an interesting take on NU as a Questbridge scholar.,,SOC,"Theatre, Playwriting Module/Acting Sequence"
529,4/24/2019 15:01:20,Emily Coffee,3099528,3099528,Reader 2,4,3,4,3,None,No Change,"Not the most in depth answers, but I thought they were more original than some others!",,"SOC, Bienen",Vocal Performance and Communication Studies
540,4/24/2019 15:26:34,Emily Coffee,3090066,3090066,Reader 2,5,4,4,5,"GPhi, Triathalon, Extreme Measures, Nous Fe, College Dems",,"Really thorough application, I love how she talked about the transition from high school to NU",,WCAS,"French, global health, (premed)"
543,4/24/2019 15:33:13,Emily Coffee,3023321,3023321,Reader 2,4,3,3,5,"""Undertones/8 hours a week/Music Director  Waa Mu/25 hours a week/Team Music  Bright Star/20ish hours a week/Music Director  Kappa Delta/1 hour a week""		",,"Not a great spin on the slogan, they have passion it's just not super unique",,"Bienen, Medill","Voice & Opera, Journalism, Musical Theatre Certificate"
545,4/24/2019 15:36:50,Emily Coffee,3139490,3139490,Reader 2,4,3,3,2,NU Crew/8hrs per week/Rower,,"Fairly mediocre application, not super descriptive answers but they seem like a fun person",,WCAS,Psychology
547,4/24/2019 15:44:14,Emily Coffee,2948603,2948603,Reader 2,4,3,4,5,"President of Ethics Bowl (3 hours/week in the fall, and possibly in the winter)",Lower,"Not the most exciting storyteller, but I appreciate her unique experiences on campus.",,WCAS,"Philosophy, sociology, ""Kaplan Humanities Program, Brady Program in Ethics and Civic Life"
549,4/24/2019 15:52:36,Emily Coffee,3021369,3021369,Reader 2,5,3,4,4,"""X-Factors A Capella/7 hrs/President  Purple Crayon Players/2hrs/Marketing Director  Waa-Mu/20 hrs/Actor  Student Theatre/20 hrs/Actor""",,"They probably could've spent a little bit more time editing, but put a really good spin on some Northwestern culture",,"WCAS, SOC","Theatre (Theatre for Young Audiences module), psychology"
560,4/24/2019 16:13:18,Emily Coffee,3015700,3015700,Reader 2,4,3,4,4,"Aphi, ISO",,"Not the most exciting application, but I think has an interesting view of NU as an international  student.",,MEAS,BME
566,4/24/2019 16:24:47,Emily Coffee,3090717,3090717,Reader 2,5,4,5,5,"Jumpstart, APhi , Women in Business",,A super unique app I had fun reading!,,SESP,Learning and Organizational Change/Minor: Business Institutions
568,4/24/2019 16:33:28,Emily Coffee,3090296,3090296,Reader 2,3,3,3,1,"Seesaw, TBD",,Not super detailed answers. I think Seesaw is really cool and she went into thhat the most but I didn't see that throughout the app. ,,SOC,Theatre
569,4/24/2019 16:44:08,Emily Coffee,3124844,3124844,Reader 2,4,4,4,4,"AZN, ""A dance group?""",,"I really liked this slogan, but I think the rest of the application wasn't as exciting. ",,Medill,Journalism/Minor: Computer Science
570,4/24/2019 16:46:52,Emily Coffee,3015194,3015194,Reader 2,4,3,2,3,Lovers and Madmen,,"Not extremely exciting, seems like theres a narrow view.",,SOC,Theatre/Certificate: MT
571,4/24/2019 16:51:34,Emily Coffee,2940007,2940007,Reader 2,4,3,4,4,"Cru, KD, FA",,"I think she could've been a little more descriptive about her less and how it's come about, but in general a good app!",,"WCAS, SESP","Neuro, HDPS/Minor: Spanish"
572,4/24/2019 16:55:35,Emily Coffee,3015415,3015415,Reader 2,5,4,3,4,"Sit and Spin, GPhi, STUCO",No Change,Really good spin,,SOC,Theatre/Linguistics
573,4/24/2019 17:03:50,Emily Coffee,3095894,3095894,Reader 2,4,3,4,5,"Best Buddies, AKPsi, ISBE",,I liked the lakefill bit a lot and the choice question! I thought the slogan could be more original. ,,"WCAS, MEAS",BME/Econ
574,4/24/2019 17:06:08,Emily Coffee,3090806,3090806,Reader 2,4,3,2,0,Not a lot of detail. ,,"Sailing team, ZTA, ISO",,WCAS,Econ/Psych/IMC
575,4/24/2019 17:10:19,Emily Coffee,3027098,3027098,Reader 2,5,4,5,5,"Philharmonia, TIDAL Lab",,I really enjoyed reading this app! Cool integration of class with life lessons/activities,,WCAS,"CS, Psych"
576,4/24/2019 17:14:27,Emily Coffee,2935735,2935735,Reader 2,4,4,3,5,"Arts Alliance, Thunk, Catalyst, St. Baldricks",,"The slogan was cool, but I think their other ideas were a little boring!",,SOC,"English, Theatre/Gender & Sexuality Studies/MT"
