,Timestamp,Reader,Applicant ID #,Applicant ID # Confirm,Reader #,Appropriate,Campus Awareness,Originality,Thoroughness,Campus Involvement,Video (Y/N),Comments,Reasons for Concern,Schools,Majors
193,4/21/2019 18:34:20,Robby Winter,3089922,3089922,Reader 1,3,3,4,4,"Spoon University, Kappa Kappa Gamma, DM",,"This applicant comes across as energetic, fun to talk to, and passionate about Northwestern. Her ""re-branding"" response was somewhat generic, her ""favorite activity"" response was very sincere, and her ""lesson"" response was incredibly creative but seemed like a missed opportunity to answer the question in a more meaningful or informative way.",,WCAS,Undecided
194,4/21/2019 18:41:07,Robby Winter,3014760,3014760,Reader 1,5,4,5,5,"Kappa Delta, Girls Empowered by Math & Science, Evanston Animal Hospital",,This candidate's application was incredibly strong--she does a great job of explaining her passions at Northwestern and reflecting about her engagement with the larger NU (and Evanston) communities. I would feel very comfortable with this applicant as a guide.,,WCAS,"Biology, History, Pre-Med"
195,4/21/2019 18:49:19,Robby Winter,3027168,3027168,Reader 1,4,5,4,5,"Northwestern Sports Analytics Group, Club Golf, Sigma Chi",,"This applicant's responses are thorough and indicate a real passion for the opportunities that Northwestern has given him. His ""re-branding"" response, while well-explained, is a somewhat missed opportunity because he uses an already-existing slogan (""And in in our DNA""), and while he uses some potentially poor phrases (""fast pace"" of the quarter system, referencing how busy students are), I am confident that these could be coached out of him.",,WCAS,"Economics, Statistics (considering BIP minor)"
207,4/21/2019 20:24:19,Robby Winter,3090189,3090189,Reader 1,4,5,5,5,"Society of Women Engineers, Engineers Without Borders, Club Tennis, Club Field Hockey, NU to Benefit Special Olympics, Senior Connections",,"This candidate evidently bleeds purple--her responses convey a genuine, deep love for the organizations on campus that she's involved with and for the University at large. While she does often reference the ideas of stress and large workloads, her passion for the University really shone through, and I think that she could definitely be coached to frame these facets of academic rigor in a more positive light.",,MEAS,"Biomedical Engineering, Spanish (minor)"
215,4/21/2019 20:56:33,Robby Winter,3026036,3026036,Reader 1,5,4,5,5,"Society of Women Engineers, Peer Tutor, Greek Life",,"This candidate's application was excellent--she comes across as friendly and down-to-earth, and she does a great job of narrating stories and explaining why she loves Northwestern as much as she does. Reading her ""re-branding"" essay genuinely made me smile--I would be very happy with this applicant as my tour guide.",,MEAS,"Computer Science, Kellogg Certificate in Managerial Analytics"
216,4/21/2019 21:07:42,Robby Winter,3089859,3089859,Reader 1,5,5,5,5,"MiniChefz, Cookology, Biology Student Association, Delta Zeta",Higher,"This candidate's application was excellent--she does a great job of narrating why she loves Northwestern, demonstrated a strong familiarity with what campus and Chicago have to offer, and wrote a great ""re-branding"" response that really captures the essence of NU. Her video did a great job of reinforcing her friendliness, accessibility, and strong narrative skills.",,WCAS,"Biological Sciences, Psychology, BIP"
217,4/21/2019 21:20:18,Robby Winter,3115041,3115041,Reader 1,5,4,5,5,"Model UN, Sailing Team, Dean of Students Office (Desk Assistant)",Higher,"This was an excellent application--the applicant comes across as professional, thoughtful, and very in-tune with the energy/spirit of Northwestern. All of her question responses were incredibly creative and together with her video presentation made me feel very strongly about her ability to be a guide.",,WCAS,"Chemistry, Film Studies (minor), planned second major in either Economics or Legal Studies"
218,4/21/2019 21:31:33,Robby Winter,3093697,3093697,Reader 1,5,4,5,5,"Quest+, University Christian Ministry, Compass",Higher,"This was an excellent application--the applicant's responses do an excellent job of depicting Northwestern as a collaborative, warm university, and his video does a great job of expressing the applicant's friendliness, energy, and positive vibes. I would feel very at ease with this candidate as a tour guide.",,"WCAS, SOC","Communication Studies, Anthropology"
219,4/21/2019 21:45:13,Robby Winter,3101245,3101245,Reader 1,5,1,5,4,Spoon University,Higher,"This applicant comes across as down-to-earth, sincere, and friendly, and I think that her question responses did a great job of narrating how Northwestern has helped her grow and how she's had success in pursuing a balanced lifestyle at NU. My only concern is her low level of campus involvement--while she evidently loves NU, it seems like she doesn't engage much with the University's formal institutions.",,WCAS,"Economics, Mathematics"
220,4/21/2019 21:57:03,Robby Winter,3106395,3106395,Reader 1,4,4,3,4,"Lambda Chi Alpha, Freshman Musical, The Cherry Orchard, IM Sports",No Change,"The applicant has clearly developed a strong set of experiences on campus and resonates with Northwestern's capacity to promote conversation and learning among individuals. His responses (especially to the ""lesson"" and ""re-branding"" questions), while by no means bad, are somewhat generic, and his video illustrates that he is not a bad storyteller, but he isn't a great one, either.",,"WCAS, SOC","Theatre, Neuroscience, Psychology (minor), Pre-Med"
